id_evento,nombre_evento,url_evento,codigo_postal,direccion,horario,fecha_inicio,fecha_fin,organizacion,id_ciudad
162,Mermelhada - El Retablo (Madrid),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4db1d242f8884910VgnVCM2000001f4a900aRCRD,28009,AVENIDA MÉXICO 4,,2025-03-01,2025-03-02,Teatro Municipal de Títeres. Parque de El Retiro,1
163,Murdle,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05937d994a115910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,17:00,2025-03-01,2025-03-01,Matadero Madrid,1
164,Natacha,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=abeee2fc6e6c1910VgnVCM1000001d4a900aRCRD,28012,CALLE PRINCIPE 25,19:30,2025-02-11,2025-03-30,Teatro Español,1
165,Nerium Park,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40029f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,19:30,2025-02-27,2025-03-23,Nave 10 Matadero. Creación Dramática Contemporánea,1
166,Nosotras creamos mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8d733d971394910VgnVCM1000001d4a900aRCRD,28041,CALLE ESTAFETA 33,12:00,2025-03-01,2025-03-01,Centro Sociocultural San Fermín (Usera),1
167,Nuestros lugares en el barrio [Mujeres Compartiendo Sabiduría],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3a1aff289ed2910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,10:30,2025-01-09,2025-03-27,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
168,Orfebres en Madrid. IX Muestra de Orfebrería Contemporánea,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2fdcb4e35c6b4910VgnVCM2000001f4a900aRCRD,28004,CALLE FUENCARRAL 78,10:00,2025-02-05,2025-03-23,Museo de Historia de Madrid,1
169,Palabras imaginadas. Lectura gráfica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044d15be70332910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-10-16,2025-03-09,Matadero Madrid,1
170,Panorama de los centros educativos de Tetuán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdbad53414e15910VgnVCM1000001d4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,,2025-02-19,2025-03-14,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),1
171,Parkour por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56b10f40cb9d0910VgnVCM2000001f4a900aRCRD,28021,PASEO PLATA Y CASTAÑAR 7,00:00,2024-09-01,2025-06-30,Centro Deportivo Municipal Plata y Castañar,1
172,Pasarela Brasil Fashion Madrid III Edición,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0a80089de4f4910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,,2025-02-10,2025-03-16,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),1
173,Piragüismo por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a73b16daa0b2810VgnVCM1000001d4a900aRCRD,28042,"GLORIETA S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5 5",00:00,2024-09-01,2025-07-31,Parque Juan Carlos I,1
174,Podcast: Escuchemos las voces de las mujeres,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85a7811002304910VgnVCM1000001d4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,17:00,2025-01-23,2025-06-12,Espacio de Igualdad Elena Arnedo Soriano. Retiro,1
175,Punto de intercambio de libros gratuito,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a002ee1131644910VgnVCM1000001d4a900aRCRD,28042,PLAZA NAVIO 4,,2025-01-01,2033-01-31,Centro Sociocultural Teresa de Calcuta (Barajas),1
176,Puntos de intercambio gratuitos de libros en los Centros Culturales de Barajas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=809e3ec8f3237810VgnVCM1000001d4a900aRCRD,0,,,2023-04-10,2029-06-30,,1
177,Reinforce English,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fa7c406a51b4910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,18:00,2025-01-29,2025-06-25,Biblioteca Pública Municipal Iván de Vargas (Centro),1
178,Repair Café Madrid 2024-25,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=87e6a32fa9322910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,18:00,2024-09-28,2025-07-26,Medialab en Matadero. Matadero Madrid,1
179,RESIDENCIAS ARTÍSTICAS LIVING MUSEUM 2024-25,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf64250baf992910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2024-10-01,2025-05-25,Centro de Cultura Contemporánea Conde Duque,1
180,Retrato de la Mujer en Ciencia:  ilustrando la historia de científicas y sus  descubrimientos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1f1a8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,,2025-03-01,2025-03-31,Centro Cultural Buero Vallejo (San Blas - Canillejas),1
181,Revelar: Descubriendo lo ignorado.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51739c4490405910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 6,,2025-02-19,2025-03-13,Centro Cultural Casa del Reloj (Arganzuela),1
182,Revista Afal. Pequeña y libre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eed9ea6b993d3910VgnVCM1000001d4a900aRCRD,28014,CALLE ALAMEDA 15,,2024-12-18,2025-03-30,Espacio Cultural Serrería Belga,1
183,Ritmos Latinos y Bailes Americanos (Nivel Medio). Jornadas gratuitas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f96e01f5be02910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,,2024-10-04,2025-06-27,Centro Cultural Antonio Machado (San Blas - Canillejas),1
184,Roberta González. Una pequeña colección madrileña.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94b9e2e286ada810VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,12:00,2023-10-05,2025-05-04,Museo de Arte Contemporáneo de Madrid,1
185,Rutas Medioambientales Invierno 2025 - Distrito de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5230dca2f3964910VgnVCM1000001d4a900aRCRD,0,,,2025-01-19,2025-03-16,,1
186,San Cristóbal de los Ángeles. Concurso de Disfraces y Baile con Orquesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e752e655eaf4910VgnVCM1000001d4a900aRCRD,0,,21:30,2025-03-01,2025-03-01,,1
187,Sanando y aceptándonos en colectividad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31bcb1ed8d964910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,18:30,2025-01-13,2025-03-31,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
188,Senda Descubre la vida silvestre del parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26378061b6e15910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,10:00,2025-03-01,2025-03-01,Centro de Educación Ambiental y Cultural Maris Stella (Usera),1
189,"Senderismo urbano. Emilia Pardo Bazán: mujer en la cultura, reto y naturaleza.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2660c9a484315910VgnVCM1000001d4a900aRCRD,0,,11:00,2025-03-01,2025-03-01,Centro de Información y Educación Ambiental de Dehesa de la Villa,1
190,Sinfonía en clave de MAC. Obras maestras del Museo de Arte Contemporáneo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a193a1fda6773910VgnVCM2000001f4a900aRCRD,28015,CALLE CONDE DUQUE 9,12:00,2024-12-05,2025-06-01,Museo de Arte Contemporáneo de Madrid,1
191,Sobreviure a l'incendi: El documental de ZOO,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=becf119345225910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-03-01,2025-03-04,Cineteca Madrid,1
192,Sombras de tinta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=25409cf356325910VgnVCM1000001d4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,,2025-02-21,2025-03-21,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),1
193,Taller de ajedrez avanzado (Infantil-juvenil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e7958cef3391910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,19:00,2024-10-02,2025-06-11,Biblioteca Pública Municipal Gabriel García Márquez (Usera),1
194,Taller de ajedrez (Avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70bded4a8e291910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,12:00,2024-09-27,2025-06-13,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),1
195,Taller de ajedrez (Avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5839c187df291910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,19:00,2024-09-30,2025-06-23,Biblioteca Pública Municipal San Fermín (Usera),1
196,Taller de ajedrez (avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a05eb6d989d3910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,18:30,2024-10-01,2025-06-10,Biblioteca Pública Municipal La Chata (Carabanchel),1
197,Taller de ajedrez (Iniciación),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9a9ed4a8e291910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,11:00,2024-09-27,2025-06-13,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),1
198,Taller de ajedrez (iniciación),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f03eb6d989d3910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,17:30,2024-10-01,2025-06-10,Biblioteca Pública Municipal La Chata (Carabanchel),1
199,Taller de Bancal lasaña en el Huerto Urbano Comunitario Kupina Morera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7554114bbe725910VgnVCM2000001f4a900aRCRD,0,,11:00,2025-03-01,2025-03-01,,1
200,Taller de cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5202ddbf75b41910VgnVCM2000001f4a900aRCRD,28050,CALLE PRINCESA DE EBOLI 29,17:30,2024-10-15,2025-05-27,Biblioteca Pública Municipal María Lejárraga (Hortaleza),1
201,Taller de cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d50ddbf75b41910VgnVCM2000001f4a900aRCRD,28017,CALLE NUESTRA SEÑORA DEL VILLAR 6,11:00,2024-10-08,2025-05-27,Biblioteca Pública Municipal La Elipa (Ciudad Lineal),1
202,Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcd9ecedfd123910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,2024-11-25,2025-05-19,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),1
203,Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad3087ffb3f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:00,2025-01-15,2025-05-21,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),1
204,Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c9ec45e58724910VgnVCM2000001f4a900aRCRD,28029,PLAZA DONOSO 5,17:30,2025-01-08,2025-06-04,Biblioteca Pública Municipal María Zambrano (Tetuán),1
205,Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbc06ac373051910VgnVCM2000001f4a900aRCRD,28053,AVENIDA GLORIETAS 19,17:30,2024-09-30,2025-06-02,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),1
206,Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b77d6ac373051910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,2024-09-24,2025-06-03,Biblioteca Pública Municipal Gabriel García Márquez (Usera),1
207,Taller de cómic (juvenil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb9a63238a0b3910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,12:00,2024-10-05,2025-06-07,Biblioteca Pública Municipal Iván de Vargas (Centro),1
208,Taller de Creación de Telares,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fda74c90efe4910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,10:00,2025-02-28,2025-04-04,Centro Sociocultural Marconi (Villaverde),1
209,Taller de Creación Literaria en la Biblioteca Francisco Ibáñez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb053785d0f64910VgnVCM1000001d4a900aRCRD,28002,CALLE MANTUANO 51,11:00,2025-02-27,2025-06-26,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),1
210,Taller de creación literaria en la Biblioteca Miguel Delibes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a2ddbf75b41910VgnVCM2000001f4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:30,2024-10-01,2025-06-10,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),1
211,Taller de Historia de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b112bc9b3631910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,2024-10-02,2025-06-11,Biblioteca Pública Municipal Gabriel García Márquez (Usera),1
212,Taller de juegos (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a1f32fa46a61910VgnVCM1000001d4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,2024-10-17,2025-05-29,Biblioteca Pública Municipal Gabriel García Márquez (Usera),1
213,Taller de juegos (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bce32fa46a61910VgnVCM1000001d4a900aRCRD,28032,BULEVAR INDALECIO PRIETO 21,18:00,2024-10-02,2025-05-28,Biblioteca Pública Municipal Francisco Ayala (Vicálvaro),1
214,Taller de Manualidades (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a4419b794a61910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:00,2024-10-02,2025-05-28,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),1
215,Taller de Manualidades (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72bc87ffb3f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:00,2025-01-16,2025-05-08,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),1
216,Taller de Poesía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4fc6e037df92910VgnVCM2000001f4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,2024-10-15,2025-06-17,Biblioteca Pública Municipal San Fermín (Usera),1
217,Taller de Poesía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0b09ab0b9c21910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,2024-10-01,2025-06-10,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),1
218,Taller de Psicología,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b0d6081f5f92910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,2024-10-18,2025-06-06,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),1
219,Taller de Psicología,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b54e902e0631910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,11:00,2024-10-02,2025-05-28,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),1
220,Taller de semilleros en el Huerto Urbano Comunitario Garbanzal Las Montijas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2573114bbe725910VgnVCM2000001f4a900aRCRD,0,,11:00,2025-03-01,2025-03-01,,1
221,Taller Formativo de Producción Musical,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51133276cdfd4910VgnVCM1000001d4a900aRCRD,0,,16:30,2025-02-10,2025-04-07,,1
222,Taller Intergeneracional,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a2009b11b535910VgnVCM1000001d4a900aRCRD,28027,CALLE ALCALA 527,,2025-02-24,2025-03-06,Parque Quinta de los Molinos,1
223,Taller 'Pequeñas científicas',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30729cf356325910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 10,16:30,2025-03-01,2025-03-01,Aula ambiental La Cabaña del Retiro,1
224,Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d86b2481b1e1910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,2024-10-08,2025-04-29,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),1
225,Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9274b2481b1e1910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,18:00,2024-10-08,2025-04-29,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),1
226,Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6ab01c7d402910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,18:00,2024-10-08,2025-04-29,Biblioteca Pública Municipal Iván de Vargas (Centro),1
227,Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=867b0525bf520910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,18:00,2024-10-07,2025-04-28,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),1
228,Talleres creativos en idioma serbio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=394cdaa14d721910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,2024-09-22,2025-06-22,Biblioteca Pública Municipal Iván de Vargas (Centro),1
229,Talleres de máscaras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e206292bc8325910VgnVCM2000001f4a900aRCRD,28020,CALLE BRAVO MURILLO 251,,2025-03-01,2025-03-01,Centro Sociocultural Tetuán,1
230,Talleres de reflexión y meditación: la acción coherente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21499827a09d2910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:30,2024-11-13,2025-03-05,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),1
231,Talleres Infantiles de Carnaval. Centros Socioculturales de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=063ebe426bef4910VgnVCM1000001d4a900aRCRD,0,,11:00,2025-03-01,2025-03-01,,1
232,Tecnologías tras las exposiciones inmersivas: sentir sin tocar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab01d58d22984910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,2025-02-07,2025-06-06,Biblioteca Pública Municipal San Fermín (Usera),1
233,Tejedoras en autonomía [Mujeres Compartiendo Sabiduría],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c257582a56f54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,17:00,2025-01-09,2025-03-27,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
234,Tejiendo Colores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1868061b6e15910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,,2025-03-01,2025-03-31,Centro de Educación Ambiental y Cultural Maris Stella (Usera),1
235,Tejiendo palabras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d3bbc6b7dbc4910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,11:00,2025-02-04,2025-05-20,Biblioteca Pública Municipal La Chata (Carabanchel),1
236,Tertulias de filosofía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6626ce6dde131910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,2024-10-04,2025-05-30,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),1
237,"Tertulias de viajes: escucha, intercambia y comparte experiencias",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d7f28cb84672910VgnVCM2000001f4a900aRCRD,28017,CALLE ASCAO 4,10:00,2024-10-30,2025-05-21,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),1
238,Tertulias en francés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7fc27a924b41910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,2024-09-24,2025-06-10,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),1
239,Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73e6dc1e00af4910VgnVCM2000001f4a900aRCRD,28031,CALLE MONTE AYA 12,19:00,2025-01-13,2025-05-26,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),1
